0.08443917,0.5777534,0,0
0.08576792,0.5711089,0,0
0.08643559,0.5677701,0,0
0.0862743,0.5685767,0,0
0.08529716,0.573463,0,0
0.08477343,0.576082,0,0
0.08467619,0.5765682,0,0
0.08558025,0.5720474,0,0
0.08654045,0.5672458,0,0
0.09347098,0.532589,0,0
0.09198486,0.5400205,0,0
0.09029165,0.5484875,0,0
0.08879628,0.5559653,0,0
0.08796031,0.5601457,0,0
0.08753019,0.5622965,0,0
0.0876886,0.5615044,0,0
0.08773513,0.5612717,0,0
0.08797787,0.5600578,0,0
0.08850961,0.5573988,0,0
0.08942047,0.552844,0,0
0.09083459,0.5457726,0,0
0.09247355,0.5375767,0,0
