0.7593352,1.7777,0.85,0
0.7639692,1.772602,0.85,0
0.7657011,1.762064,0.85,0
0.7627127,1.745015,0.85,0
0.7570704,1.714634,0.85,0
0.7906971,1.644131,0.85,0
1.06187,1.480689,0.85,0
1.586981,1.3017,0.85,0
2.28407,1.043388,0.85,0
1.974019,1.060249,0.85,0
1.45225,1.212731,0.85,0
1.193269,1.269911,0.85,0
1.064547,1.285371,0.85,0
0.9929849,1.322087,0.85,0
0.9441414,1.329974,0.85,0
1.392071,1.291239,0.85,0
1.833436,1.094133,0.85,0
2.162281,0.5771246,0.85,0
1.875787,0.7926894,0.85,0
1.533866,1.063913,0.85,0
1.272348,1.232242,0.85,0
1.096587,1.304749,0.85,0
0.9478694,1.355445,0.85,0
0.8261553,1.395922,0.85,0
0.7356761,1.413643,0.85,0
0.6816061,1.438907,0.85,0
1.671984,0.9434644,0.85,0
1.060681,1.491155,0.85,0
0.7804611,1.663188,0.85,0
0.5765489,1.752627,0.85,0
0.4386913,1.798859,0.85,0
0.7746304,1.535503,0.85,0
1.132154,1.345757,0.85,0
1.565774,1.09568,0.85,0
2.076795,0.8736894,0.85,0
1.67407,1.204171,0.85,0
1.018865,1.647482,0.85,0
0.5854497,1.868754,0.85,0
0.2838652,1.980572,0.85,0
0.1066505,2.025849,0.85,0
0.004010975,2.038456,0.85,0
-0.04760964,2.046181,0.85,0
-0.06558371,2.038624,0.85,0
-0.07899095,2.065308,0.85,0
-0.0834012,2.046999,0.85,0
-0.08152264,2.033226,0.85,0
-0.07572468,2.025888,0.85,0
1.243604,1.243096,0.85,0
0.7207671,1.478692,0.85,0
0.4406843,1.550174,0.85,0
0.2486044,1.558894,0.85,0
0.1792914,1.52302,0.85,0
0.3986224,1.437594,0.85,0
0.8689016,1.213035,0.85,0
2.090235,0.5356656,0.85,0
1.295663,1.22762,0.85,0
0.8845549,1.472327,0.85,0
0.7410418,1.570305,0.85,0
0.3732647,1.753423,0.85,0
0.3034029,1.73994,0.85,0
1.588108,1.446084,0.85,0
2.212745,0.5612513,0.85,0
1.040287,1.175084,0.85,0
0.5968909,1.31426,0.85,0
-0.08762604,1.390387,0.85,0
-0.08507048,1.387968,0.85,0
-0.07010256,1.384077,0.85,0
0.001899771,1.386667,0.85,0
0.1539572,1.387543,0.85,0
0.4703064,1.30464,0.85,0
1.243151,0.9274666,0.85,0
1.801097,0.7148558,0.85,0
0.7837259,1.32706,0.85,0
0.3044288,1.5445,0.85,0
-0.05234748,1.629103,0.85,0
-0.4757088,1.658924,0.85,0
-1.091372,1.618895,0.85,0
-2.034414,1.287226,0.85,0
-0.9433568,1.473759,0.85,0
-0.451607,1.575231,0.85,0
-0.2702638,1.58311,0.85,0
-0.02583769,1.548916,0.85,0
0.4722939,1.363755,0.85,0
2.094362,0.6434585,0.85,0
